,property_type,price,location,city,province_name,latitude,longitude,baths,purpose,bedrooms,date_added,agency,agent,Area_in_Marla
91609,Flat,11000000,DHA Defence,Karachi,Sindh,24.832117,67.063637,0,For Sale,0,2019-06-20,Investor's Home Real Estate,Saleem Malik,5.6
91610,Flat,11000000,North Nazimabad,Karachi,Sindh,24.935635,67.05102,3,For Sale,3,2019-06-21,Khadija Estate,Asad Sheikh,7.1
91611,Flat,3800000,Gulistan-e-Jauhar,Karachi,Sindh,24.912026,67.13073299999999,0,For Sale,2,2019-06-21,Iman Associates,Zeeshan,3.1
91612,Flat,5000000,Gulistan-e-Jauhar,Karachi,Sindh,24.920384,67.129162,0,For Sale,2,2019-06-21,Iman Associates,Zeeshan,3.8
91613,Flat,9500000,Gulistan-e-Jauhar,Karachi,Sindh,24.924636,67.141903,0,For Sale,2,2019-06-21,Iman Associates,Zeeshan,4.4
91614,Flat,6500000,Gulistan-e-Jauhar,Karachi,Sindh,24.927151,67.119327,0,For Sale,2,2019-06-21,Iman Associates,Zeeshan,4.4
91615,Flat,4600000,Gulistan-e-Jauhar,Karachi,Sindh,24.907822,67.129209,0,For Sale,2,2019-06-21,Iman Associates,Zeeshan,4.4
91616,Flat,4600000,Gulistan-e-Jauhar,Karachi,Sindh,24.904693,67.12281,0,For Sale,2,2019-06-21,Iman Associates,Zeeshan,4.2
91617,House,6500000,Gadap Town,Karachi,Sindh,25.014062,67.058487,3,For Sale,5,2019-06-20,Self,Self,4.3
91618,Flat,52500000,Frere Town,Karachi,Sindh,24.841065,67.037424,4,For Sale,4,2019-06-20,Al-Mustafa Estate,Laiq,10.2
91619,Flat,25000000,Frere Town,Karachi,Sindh,24.841065,67.037424,3,For Sale,3,2019-06-20,Al-Mustafa Estate,Laiq,6.2
91620,Flat,8500000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.911726,67.098014,0,For Sale,2,2019-06-21,The Civic Man Estate,Muhammad Murad,4.4
91621,Flat,6500000,Gulistan-e-Jauhar,Karachi,Sindh,24.907871,67.115263,0,For Sale,3,2019-06-21,The Civic Man Estate,Muhammad Murad,6.2
91622,Flat,11000000,North Nazimabad,Karachi,Sindh,24.925361,67.039089,3,For Sale,3,2019-06-20,Gulzar Associates,Murtaza,6.4
91623,Flat,3400000,North Karachi,Karachi,Sindh,24.969758,67.072692,2,For Sale,2,2019-06-20,Zainab Estate,Shamshad Mehmood,4.2
91624,House,3800000,Gadap Town,Karachi,Sindh,25.023706,67.07144699999999,0,For Sale,0,2019-06-20,Nafees Associates,M Shahid,2.6
91630,House,5000000,Gadap Town,Karachi,Sindh,25.022073,67.066469,0,For Sale,0,2019-06-20,Nafees Associates,M Shahid,3.4
91636,House,18000000,Defence View Society,Karachi,Sindh,24.840256,67.079061,4,For Sale,4,2019-06-21,FR Brothers,Hasnain Shah,4.8
91637,House,20000000,Defence View Society,Karachi,Sindh,24.840256,67.079061,4,For Sale,4,2019-06-21,FR Brothers,Hasnain Shah,4.8
91638,House,20000000,Defence View Society,Karachi,Sindh,24.840256,67.079061,8,For Sale,7,2019-06-21,FR Brothers,Hasnain Shah,4.8
91639,House,40000000,Defence View Society,Karachi,Sindh,24.834979,67.080263,4,For Sale,4,2019-06-21,FR Brothers,Hasnain Shah,8.0
91640,House,20000000,Defence View Society,Karachi,Sindh,24.834979,67.080263,6,For Sale,6,2019-06-21,FR Brothers,Hasnain Shah,4.8
91641,Flat,6500000,Defence View Society,Karachi,Sindh,24.840256,67.079061,3,For Sale,2,2019-06-21,FR Brothers,Hasnain Shah,4.8
91642,Flat,6500000,Defence View Society,Karachi,Sindh,24.840256,67.079061,2,For Sale,2,2019-06-21,FR Brothers,Hasnain Shah,3.3
91643,House,6000000,Gadap Town,Karachi,Sindh,25.028268,67.080923,2,For Sale,2,2019-07-01,Al Taj Estate,Noman Ahmed,4.8
91644,House,6500000,Bahria Town Karachi,Karachi,Sindh,25.1159,67.31694399999999,3,For Sale,3,2019-06-21,Kashif. A Associate,Tanzel REHAN,8.0
91645,House,67500000,DHA Defence,Karachi,Sindh,24.824093,67.06140500000001,3,For Sale,3,2019-06-21,Realty Access,Nazim Aziz,20.0
91646,Flat,32500000,Clifton,Karachi,Sindh,24.820432,67.029383,0,For Sale,3,2019-06-21,Realty Access,Nazim Aziz,4.4
91647,Flat,10500000,DHA Defence,Karachi,Sindh,24.810265,67.043552,2,For Sale,2,2019-06-20,MZ Enterprises,Rashid Latif,5.1
91649,Flat,7500000,DHA Defence,Karachi,Sindh,24.798481,67.045716,2,For Sale,2,2019-06-20,MZ Enterprises,Rashid Latif,4.2
91650,Flat,9000000,DHA Defence,Karachi,Sindh,24.801072,67.03672900000001,2,For Sale,2,2019-06-20,MZ Enterprises,Rashid Latif,4.2
91651,Upper Portion,35000000,Jamshed Town,Karachi,Sindh,24.871447,67.058573,4,For Sale,4,2019-06-20,Fine Estate,Shoaib Ilyas,12.0
91652,Upper Portion,30000000,Jamshed Town,Karachi,Sindh,24.871447,67.058573,4,For Sale,4,2019-06-20,Fine Estate,Shoaib Ilyas,10.0
91653,Lower Portion,30000000,Jamshed Town,Karachi,Sindh,24.871447,67.058573,4,For Sale,4,2019-06-20,Fine Estate,Shoaib Ilyas,10.0
91654,Lower Portion,35000000,Jamshed Town,Karachi,Sindh,24.871447,67.058573,4,For Sale,4,2019-06-20,Fine Estate,Shoaib Ilyas,12.0
91655,Upper Portion,46000000,Jamshed Town,Karachi,Sindh,24.871447,67.058573,4,For Sale,4,2019-06-20,Fine Estate,Shoaib Ilyas,20.0
91656,Upper Portion,45000000,Jamshed Town,Karachi,Sindh,24.871447,67.058573,4,For Sale,4,2019-06-20,Fine Estate,Shoaib Ilyas,20.0
91657,Upper Portion,32500000,Jamshed Town,Karachi,Sindh,24.871447,67.058573,4,For Sale,4,2019-06-20,Fine Estate,Shoaib Ilyas,12.0
91658,House,100000000,DHA Defence,Karachi,Sindh,24.821639,67.071691,0,For Sale,0,2019-06-21,Naveen Associates,Syed Shahid Aleem,24.0
91659,Flat,45000,DHA Defence,Karachi,Sindh,24.805045,67.064323,2,For Rent,2,2019-07-12,Concept Real Estate,Muhammad Adeel,4.2
91660,Flat,27000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.920535,67.08312,2,For Rent,2,2019-06-19,Hassan Associates & Advertiser,Faisal Shamsi,4.0
91661,Lower Portion,40000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.920535,67.08312,3,For Rent,3,2019-06-19,Hassan Associates & Advertiser,Faisal Shamsi,9.6
91662,Upper Portion,45000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.920535,67.08312,3,For Rent,3,2019-06-19,Hassan Associates & Advertiser,Faisal Shamsi,9.6
91663,Flat,28000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.920535,67.08312,2,For Rent,2,2019-06-19,Hassan Associates & Advertiser,Faisal Shamsi,4.0
91664,Upper Portion,50000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.920535,67.08312,3,For Rent,3,2019-06-19,Hassan Associates & Advertiser,Faisal Shamsi,9.6
91665,Upper Portion,40000,Defence View Society,Karachi,Sindh,24.838874,67.080156,3,For Rent,3,2019-06-19,Aziz Estate,Saboor Aziz,4.8
91666,Upper Portion,35000,Defence View Society,Karachi,Sindh,24.838874,67.080156,2,For Rent,2,2019-06-19,Aziz Estate,Saboor Aziz,4.8
91668,Flat,23000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.924038,67.087233,2,For Rent,2,2019-06-19,Hassan Associates & Advertiser,Faisal Shamsi,3.3
91669,House,200000,DHA Defence,Karachi,Sindh,24.810265,67.043552,0,For Rent,0,2019-06-26,Investor's Home Real Estate,Saleem Malik,20.0
91670,House,180000,DHA Defence,Karachi,Sindh,24.805045,67.064323,0,For Rent,0,2019-06-26,Investor's Home Real Estate,Saleem Malik,11.2
91671,Lower Portion,140000,DHA Defence,Karachi,Sindh,24.824093,67.06140500000001,0,For Rent,0,2019-06-26,Investor's Home Real Estate,Saleem Malik,26.0
91672,Flat,45000,North Nazimabad,Karachi,Sindh,24.933721,67.040136,3,For Rent,3,2019-06-19,Icon Associates,Muhammad Faizan,6.7
91673,Lower Portion,23000,North Karachi,Karachi,Sindh,24.97466,67.05466700000001,2,For Rent,2,2019-06-20,North Karachi Estate & Builders,N. k Estate builder,4.8
91674,Upper Portion,19000,North Karachi,Karachi,Sindh,24.981312,67.054067,2,For Rent,2,2019-06-20,North Karachi Estate & Builders,N. k Estate builder,4.8
91675,Lower Portion,21000,North Karachi,Karachi,Sindh,24.981312,67.054067,2,For Rent,2,2019-06-20,North Karachi Estate & Builders,N. k Estate builder,4.8
91676,Upper Portion,20000,North Karachi,Karachi,Sindh,24.97466,67.05466700000001,2,For Rent,2,2019-06-20,North Karachi Estate & Builders,N. k Estate builder,4.8
91677,Upper Portion,70000,Gulistan-e-Jauhar,Karachi,Sindh,24.920384,67.129162,0,For Rent,4,2019-06-20,The Civic Man Estate,Muhammad Murad,16.0
91678,Lower Portion,40000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.911726,67.098014,0,For Rent,3,2019-06-20,The Civic Man Estate,Muhammad Murad,8.0
91679,Flat,36000,North Nazimabad,Karachi,Sindh,24.925361,67.039089,3,For Rent,3,2019-06-19,Bilal Associates,M. Alam,5.3
91680,House,50000,Defence View Society,Karachi,Sindh,24.840256,67.079061,4,For Rent,4,2019-06-20,FR Brothers,Hasnain Shah,4.8
91681,House,110000,DHA Defence,Karachi,Sindh,24.819653,67.077749,4,For Rent,4,2019-06-20,FR Brothers,Hasnain Shah,4.8
91682,House,90000,DHA Defence,Karachi,Sindh,24.819653,67.077749,4,For Rent,4,2019-06-20,FR Brothers,Hasnain Shah,4.0
91683,House,80000,DHA Defence,Karachi,Sindh,24.819653,67.077749,4,For Rent,4,2019-06-20,FR Brothers,Hasnain Shah,4.0
91684,Upper Portion,30000,Defence View Society,Karachi,Sindh,24.840256,67.079061,2,For Rent,2,2019-06-20,FR Brothers,Hasnain Shah,4.8
91693,House,50000,Bahria Town Karachi,Karachi,Sindh,25.005301,67.30881,3,For Rent,3,2019-06-20,Kashif. A Associate,Tanzel REHAN,8.0
91694,House,40000,Bahria Town Karachi,Karachi,Sindh,25.009119,67.307179,3,For Rent,3,2019-06-20,Kashif. A Associate,Tanzel REHAN,6.1
91695,House,35000,Bahria Town Karachi,Karachi,Sindh,25.058062,67.306626,3,For Rent,3,2019-06-20,Kashif. A Associate,Tanzel REHAN,8.0
91696,Flat,20000,Bahria Town Karachi,Karachi,Sindh,25.020961,67.321172,2,For Rent,2,2019-06-20,Kashif. A Associate,Tanzel REHAN,4.2
91697,Flat,40000,Bahria Town Karachi,Karachi,Sindh,25.020961,67.321172,3,For Rent,3,2019-06-20,Kashif. A Associate,Tanzel REHAN,10.0
91698,Lower Portion,100000,E-11,Islamabad,Islamabad Capital,33.704599,72.978702,0,For Rent,0,2019-07-02,Bright Future,Ali Ansar,20.0
91699,Upper Portion,22000,I-10,Islamabad,Islamabad Capital,33.642563,73.03599399999999,1,For Rent,3,2019-06-20,Shaheen Enterprises,Mr. Imran Tanoli,5.6
91700,Lower Portion,25000,CBR Town,Islamabad,Islamabad Capital,33.559385,73.141265,2,For Rent,2,2019-06-20,New National Properties,Tauqeer Mehmood,8.0
91701,Upper Portion,42000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,3,For Rent,3,2019-06-20,Legend Property,M. Raza,10.0
91702,Lower Portion,80000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,3,For Rent,3,2019-06-20,H. H Property Real Estate Consultant,Muhammad Hafeez,20.0
91703,Flat,25000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,2,For Rent,2,2019-06-20,H. H Property Real Estate Consultant,Muhammad Hafeez,3.1
91704,Flat,25000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,1,For Rent,1,2019-06-20,H. H Property Real Estate Consultant,Muhammad Hafeez,3.1
91705,Lower Portion,55000,DHA Defence,Islamabad,Islamabad Capital,33.533668,73.146286,0,For Rent,0,2019-06-20,Asrar Estate & Builders,Ch. Asrar,20.0
91706,House,120000,DHA Defence,Islamabad,Islamabad Capital,33.533668,73.146286,0,For Rent,0,2019-06-20,Asrar Estate & Builders,Ch. Asrar,20.0
91707,Upper Portion,42000,DHA Defence,Islamabad,Islamabad Capital,33.526227,73.15298100000001,0,For Rent,0,2019-06-20,Asrar Estate & Builders,Ch. Asrar,20.0
91708,Lower Portion,57000,DHA Defence,Islamabad,Islamabad Capital,33.526227,73.15298100000001,0,For Rent,0,2019-06-20,Asrar Estate & Builders,Ch. Asrar,20.0
91709,House,125000,DHA Defence,Islamabad,Islamabad Capital,33.526227,73.15298100000001,0,For Rent,0,2019-06-20,Asrar Estate & Builders,Ch. Asrar,20.0
91710,Lower Portion,80000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,3,For Rent,3,2019-06-20,Noman Enterprises,Furkan,20.0
91711,House,120000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,5,For Rent,5,2019-06-20,Noman Enterprises,Furkan,8.0
91712,House,130000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,5,For Rent,5,2019-06-20,Noman Enterprises,Furkan,10.0
91713,Flat,65000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,3,For Rent,3,2019-06-20,Noman Enterprises,Furkan,8.4
91714,Flat,95000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,4,For Rent,4,2019-06-20,Noman Enterprises,Furkan,11.6
91715,Lower Portion,50000,DHA Defence,Islamabad,Islamabad Capital,33.536959,73.17541800000001,4,For Rent,3,2019-06-20,Engineers International Estate & Builders,Engr Zeeshan Ali Zaidi,20.0
91716,Upper Portion,50000,I-8,Islamabad,Islamabad Capital,33.668496999999995,73.07415999999999,3,For Rent,5,2019-06-20,Al Madina Estate Advisor & Builders,Rana Hamza,12.0
91717,House,65000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,4,For Rent,4,2019-06-20,Prime Estate,Nadeem,8.0
91718,Lower Portion,60000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,3,For Rent,3,2019-06-20,Estate Masters,Salman,20.0
91719,Flat,45000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,2,For Rent,2,2019-06-20,Estate Masters,Salman,4.2
91720,Lower Portion,37000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,3,For Rent,2,2019-06-29,Estate Masters,abbas,12.0
91721,Lower Portion,20000,PWD Housing Scheme,Islamabad,Islamabad Capital,33.570792,73.145256,3,For Rent,3,2019-06-20,Options Real Estate & Builders,Niaz Ahmed,10.0
91722,Upper Portion,35000,Pakistan Town,Islamabad,Islamabad Capital,33.575405,73.143325,3,For Rent,3,2019-06-20,Options Real Estate & Builders,Niaz Ahmed,12.4
91723,Lower Portion,40000,National Police Foundation,Islamabad,Islamabad Capital,33.700462,72.981226,3,For Rent,3,2019-06-20,Options Real Estate & Builders,Niaz Ahmed,20.0
91724,Upper Portion,75000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,2,For Rent,2,2019-06-20,Estate Masters,Salman,20.0
91725,House,130000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,6,For Rent,6,2019-06-20,Estate Masters,Salman,20.0
91726,Lower Portion,70000,I-8,Islamabad,Islamabad Capital,33.673783,73.074703,5,For Rent,5,2019-06-20,Al Madina Estate Advisor & Builders,Rana Hamza,12.0
91727,Upper Portion,65000,I-8,Islamabad,Islamabad Capital,33.668496999999995,73.07415999999999,3,For Rent,3,2019-06-20,Al Madina Estate Advisor & Builders,Rana Hamza,12.0
91728,Upper Portion,55000,I-8,Islamabad,Islamabad Capital,33.668496999999995,73.07415999999999,2,For Rent,2,2019-06-20,Al Madina Estate Advisor & Builders,Rana Hamza,12.0
91729,House,27000000,I-9,Islamabad,Islamabad Capital,33.653065999999995,73.053846,5,For Sale,5,2019-06-20,Al Madina Estate Advisor & Builders,Rana Hamza,10.9
91730,House,48000000,I-8,Islamabad,Islamabad Capital,33.662782,73.077793,6,For Sale,6,2019-06-20,Al Madina Estate Advisor & Builders,Rana Hamza,14.2
91731,Flat,7000000,I-8,Islamabad,Islamabad Capital,33.66021,73.070927,3,For Sale,3,2019-06-20,Al Madina Estate Advisor & Builders,Rana Hamza,5.3
91732,House,11500000,PWD Housing Scheme,Islamabad,Islamabad Capital,33.570792,73.145256,3,For Sale,3,2019-06-19,Al Khalid Associates,Tanveer Malik,10.0
91733,House,6700000,DHA Defence,Islamabad,Islamabad Capital,33.492591,73.301339,4,For Sale,3,2019-06-19,Zia Real Estate,NISAR HUSSAIN,8.0
91734,House,350000000,H-13,Islamabad,Islamabad Capital,33.637489318848,72.972190856934,0,For Sale,10,2019-06-20,Self,Self,160.0
91735,House,8500000,National Police Foundation O-9,Islamabad,Islamabad Capital,33.570792,73.13251,3,For Sale,3,2019-06-20,Samar Enterprises,Haq Nawaz Ch Anwar,5.0
91736,House,8500000,National Police Foundation O-9,Islamabad,Islamabad Capital,33.570792,73.13251,4,For Sale,4,2019-06-20,Samar Enterprises,Haq Nawaz Ch Anwar,5.0
91737,House,15500000,National Police Foundation O-9,Islamabad,Islamabad Capital,33.570792,73.13251,5,For Sale,5,2019-06-20,Samar Enterprises,Haq Nawaz Ch Anwar,10.0
91738,House,17000000,G-13,Islamabad,Islamabad Capital,33.645957,72.96247199999999,5,For Sale,3,2019-06-19,Al Hanan Real Estate & Builders,Imran Maani,4.4
91739,Flat,2825000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,1,For Sale,1,2019-06-19,Daiwal Estate & Builders,Muhammad Kamran,1.9
91740,House,11000000,Ghauri Town,Islamabad,Islamabad Capital,33.619337,73.125315,5,For Sale,4,2019-06-19,Shan Real Estate,"Ahmed Ali, Khalid",5.0
91741,Flat,3900000,Top City 1,Islamabad,Islamabad Capital,33.587954,72.86725,2,For Sale,1,2019-06-19,R. A Consultants,Abdul Raffay,5.6
91742,Flat,6000000,B-17,Islamabad,Islamabad Capital,33.680211,72.816696,2,For Sale,4,2019-06-19,Silver Estate,Ibrar Khan,4.6
91743,Lower Portion,45000,I-8,Islamabad,Islamabad Capital,33.668496999999995,73.07415999999999,3,For Rent,3,2019-06-20,Al Madina Estate Advisor & Builders,Rana Hamza,20.0
91744,Lower Portion,80000,I-8,Islamabad,Islamabad Capital,33.673783,73.074703,3,For Rent,3,2019-06-20,Al Madina Estate Advisor & Builders,Rana Hamza,12.0
91745,Upper Portion,55000,I-8,Islamabad,Islamabad Capital,33.668496999999995,73.07415999999999,3,For Rent,3,2019-06-20,Al Madina Estate Advisor & Builders,Rana Hamza,12.0
91746,House,25000,Munawar Colony,Rawalpindi,Punjab,33.55048,73.059787,2,For Rent,3,2019-06-21,Self,Self,10.0
91747,Flat,18000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.531951,73.115215,2,For Rent,2,2019-06-21,Self,Self,3.8
91748,House,90000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.485576,73.08393000000001,4,For Rent,4,2019-06-21,Self,Self,8.0
91749,House,30000,Westridge,Rawalpindi,Punjab,33.614905,73.02319,0,For Rent,2,2019-06-21,Haji Sardar Muhammad & Sons Property Dealers,S. M Sabir,5.0
91750,House,100000,Westridge,Rawalpindi,Punjab,33.614905,73.02319,4,For Rent,4,2019-06-21,Haji Sardar Muhammad & Sons Property Dealers,S. M Sabir,20.0
91751,House,19200000,Bahria Orchard,Lahore,Punjab,31.317861,74.21814,4,For Sale,4,2019-06-19,Athar Associates & Real Estate (Bahria Orchard),Zeeshan,20.0
91752,House,20300000,Bahria Orchard,Lahore,Punjab,31.317861,74.21814,4,For Sale,4,2019-06-19,Athar Associates & Real Estate (Bahria Orchard),Zeeshan,20.0
91753,House,19800000,Bahria Orchard,Lahore,Punjab,31.317861,74.21814,4,For Sale,4,2019-06-19,Athar Associates & Real Estate (Bahria Orchard),Zeeshan,20.0
91754,House,18700000,Bahria Orchard,Lahore,Punjab,31.317861,74.21814,4,For Sale,4,2019-06-19,Athar Associates & Real Estate (Bahria Orchard),Zeeshan,20.0
91755,House,21300000,Bahria Orchard,Lahore,Punjab,31.317861,74.21814,4,For Sale,4,2019-06-18,Athar Associates & Real Estate (Bahria Orchard),Zeeshan,20.0
91757,House,19300000,Bahria Orchard,Lahore,Punjab,31.317861,74.21814,4,For Sale,4,2019-06-18,Athar Associates & Real Estate (Bahria Orchard),Zeeshan,20.0
91758,House,11500000,Punjab University Employees Society,Lahore,Punjab,31.429907,74.239902,4,For Sale,4,2019-06-29,Al Brooj Estate & Builders,Syed Faheem Ghufran,5.0
91759,Farm House,130000000,Cantt,Lahore,Punjab,31.526020000000003,74.446685,6,For Sale,5,2019-07-01,Sajid Real Estate,CH Imtiaz Jutt,460.0
91760,House,24000000,DHA Defence,Lahore,Punjab,31.467069,74.416108,5,For Sale,4,2019-06-18,Khawaja's Real Estate Advisors,Irfan Hafeez,10.0
91761,House,27500000,DHA Defence,Lahore,Punjab,31.462493,74.452372,5,For Sale,4,2019-06-18,MA Real Estate Consultant & Builders,Waqas Muzaffar,10.0
91762,House,27000000,Tariq Gardens,Lahore,Punjab,31.420094,74.25417,6,For Sale,5,2019-06-30,Zain Associates,Shahid Azeem,10.0
91763,House,22500000,PIA Housing Scheme,Lahore,Punjab,31.44785,74.278207,5,For Sale,5,2019-06-19,Waqar Associates,Malik Waqar Dilawar,10.0
91764,House,8500000,Zaitoon - New Lahore City,Lahore,Punjab,31.343567,74.154585,3,For Sale,3,2019-06-18,Moon Estate,Ch Abdul Rasheed Cheema,5.0
91765,House,55000000,DHA Defence,Lahore,Punjab,31.471571,74.44590600000001,8,For Sale,5,2019-06-19,Abdullah Estate Advisor & Builders,Nadeem Ashfaq,20.0
91766,House,88000000,DHA Defence,Lahore,Punjab,31.466227000000003,74.427137,7,For Sale,6,2019-07-01,Saeed Bhai Estate,MUHAMMAD ZAHID MAHMOOD,20.0
91767,House,100000000,DHA Defence,Lahore,Punjab,31.460919,74.41083,6,For Sale,5,2019-07-01,Saeed Bhai Estate,MUHAMMAD ZAHID MAHMOOD,20.0
91768,House,79000000,DHA Defence,Lahore,Punjab,31.46813,74.369545,6,For Sale,5,2019-07-01,Saeed Bhai Estate,MUHAMMAD ZAHID MAHMOOD,20.0
91769,House,62500000,DHA Defence,Lahore,Punjab,31.469521000000004,74.363322,6,For Sale,5,2019-07-01,Saeed Bhai Estate,MUHAMMAD ZAHID MAHMOOD,20.0
91771,House,12500000,Lake City,Lahore,Punjab,31.359647,74.253073,3,For Sale,3,2019-06-27,Property Gate,"MUHAMMAD IRFAN, Zahid",5.0
91772,House,19700000,Bahria Orchard,Lahore,Punjab,31.317861,74.21814,4,For Sale,4,2019-06-18,Athar Associates & Real Estate (Bahria Orchard),Zeeshan,20.0
91773,House,18000000,LDA Avenue,Lahore,Punjab,31.40918,74.210107,5,For Sale,5,2019-06-25,Hamza Estate Advisor,Basharat Ali,10.0
91775,House,8500000,Paragon City,Lahore,Punjab,31.534067,74.45394499999999,4,For Sale,3,2019-06-19,FR Real Estate,Ali MughL FR ESTATE,5.0
91776,House,18800000,Bahria Orchard,Lahore,Punjab,31.317861,74.21814,4,For Sale,4,2019-06-18,Athar Associates & Real Estate (Bahria Orchard),Zeeshan,20.0
91777,House,41000000,PCSIR Housing Scheme,Lahore,Punjab,31.452023,74.26255,6,For Sale,6,2019-06-25,Al-Khan Estate & Builders,Siddiq Khan,20.0
91778,House,19500000,Bahria Orchard,Lahore,Punjab,31.317861,74.21814,4,For Sale,4,2019-06-18,Athar Associates & Real Estate (Bahria Orchard),Zeeshan,20.0
91779,House,27000000,PCSIR Housing Scheme,Lahore,Punjab,31.452023,74.26255,5,For Sale,5,2019-06-25,Al-Khan Estate & Builders,Siddiq Khan,10.0
91780,House,21500000,OPF Housing Scheme,Lahore,Punjab,31.421503,74.24239,5,For Sale,5,2019-06-25,Al-Khan Estate & Builders,Siddiq Khan,10.0
91781,House,13500000,Cavalry Ground,Lahore,Punjab,31.500556,74.367728,4,For Sale,3,2019-06-18,Talha Estate,Tariq  Imran,5.0
91782,House,20000000,DHA Defence,Lahore,Punjab,31.471571,74.44590600000001,4,For Sale,4,2019-06-18,Ghamkol Property Center,Col Muhammad Khalid,10.0
91783,House,11500000,Bahria Town,Lahore,Punjab,31.381706,74.19529399999999,4,For Sale,3,2019-06-19,Azan Associates,Khurram Sheikh,5.0
91784,House,8700000,Johar Town,Lahore,Punjab,31.462347,74.293642,0,For Sale,0,2019-06-25,Hamza Estate Advisor,Basharat Ali,3.0
91785,House,21500000,State Life Housing Society,Lahore,Punjab,31.447008,74.400702,5,For Sale,4,2019-06-18,Khawaja's Real Estate Advisors,Irfan Hafeez,10.0
91788,House,18000000,Bahria Orchard,Lahore,Punjab,31.317861,74.21814,4,For Sale,4,2019-06-18,Athar Associates & Real Estate (Bahria Orchard),Zeeshan,20.0
91790,House,14200000,Bahria Town,Lahore,Punjab,31.381706,74.19529399999999,7,For Sale,6,2019-06-19,Self,Self,7.2
91791,House,29000000,DHA Defence,Lahore,Punjab,31.478745,74.407969,5,For Sale,4,2019-06-18,New Lahore Properties,Muhammad Arslan,10.0
91792,House,39000000,Valencia Housing Society,Lahore,Punjab,31.40537,74.257078,6,For Sale,5,2019-06-19,Town Estate,Malik javaid,20.0
91793,House,40000000,Valencia Housing Society,Lahore,Punjab,31.40537,74.257078,6,For Sale,5,2019-06-19,Town Estate,Malik javaid,20.0
91794,House,26000000,DHA Defence,Lahore,Punjab,31.477537,74.41048599999999,5,For Sale,4,2019-06-18,Khawaja's Real Estate Advisors,Irfan Hafeez,11.0
91795,House,21500000,DHA Defence,Lahore,Punjab,31.462493,74.452372,4,For Sale,4,2019-06-25,Mir Hadi Estate & Builders,Muhammad Mujahid,7.0
91796,House,18000000,DHA Defence,Lahore,Punjab,31.469155,74.47055300000001,5,For Sale,4,2019-06-18,New Lahore Properties,Muhammad Arslan,10.0
91797,House,24000000,Wapda Town,Lahore,Punjab,31.436719,74.24911,7,For Sale,6,2019-06-19,Lucky Estate Agency,Moon,10.0
91799,House,21000000,DHA Defence,Lahore,Punjab,31.469155,74.47055300000001,5,For Sale,4,2019-06-18,New Lahore Properties,Muhammad Arslan,10.0
91800,House,22500000,Tariq Gardens,Lahore,Punjab,31.417933,74.254317,6,For Sale,5,2019-06-18,Hannan Real Estate and Builders,Mian Talha Imtiaz,10.0
91801,House,36000000,DHA Defence,Lahore,Punjab,31.471571,74.44590600000001,6,For Sale,5,2019-06-29,Future Planners,Muhammad Irfan,20.0
91802,House,30000000,DHA Defence,Lahore,Punjab,31.469155,74.47055300000001,5,For Sale,4,2019-06-18,New Lahore Properties,Muhammad Arslan,14.0
91803,House,48500000,DHA Defence,Lahore,Punjab,31.471571,74.44590600000001,6,For Sale,5,2019-06-25,Future Planners,Mian Nadeem,20.0
91804,House,42000000,DHA Defence,Lahore,Punjab,31.469155,74.47055300000001,6,For Sale,5,2019-06-18,New Lahore Properties,Muhammad Arslan,20.0
91805,Flat,5500000,Allama Iqbal Town,Lahore,Punjab,31.517283000000003,74.282823,1,For Sale,3,2019-06-19,Roxland Real Estate Consultants,MHassan,5.0
91806,House,26500000,DHA Defence,Lahore,Punjab,31.469155,74.47055300000001,6,For Sale,5,2019-06-18,Lions Home Design & Build,Asad Mirza,10.0
91807,House,46000000,DHA Defence,Lahore,Punjab,31.475378000000003,74.373808,6,For Sale,5,2019-07-01,Chinioti Estate Builders,Malik Shahzad,20.0
